Category were the 30 under 30 person was selected,Forbes Name,Forbes Age,Forbes Country,Role in the Company,Company,Description,LinkedIn Profile,linkedin_name,Exact match between the name ?,Did I had o perform a manual searh to find the linkedin profile ?
30 Under 30 - Europe - Social Entrepreneurs,Gert van Vugt,29,Netherlands,Cofounders, Sustainer Homes,"The building industry accounts for one third of global CO2 emissions. Sustainer Homes has developed a modular system that designs and constructs radically sustainable homes--all while cutting 90% of CO2 emissions. In addition to building hundreds of dream homes already, they have three entirely sustainable neighborhoods planned to begin construction early this year.",,,FALSE,
30 Under 30 - Europe - Youngest,Lizzy Stuyfzand,22,Netherlands,Junior designer, Lizzy Stuyfzand,"Amsterdam-based Lizzy Stuyfzand received her BA in Fashion Design from ArtEZ Institute of Fine Arts in June 2017. Specializing in textiles and material, Lizzy combines new treasures from both daily life and the fashion industry to create her own look. Her two internships  - at HOH Hoferhecht embroideries in Vorarlberg, Austria, and Marques Almeida in East Lonndon  -  became the starting point for her July 2017 graduation collection, ""Call Me Magpie"", which won the prestigious Lichting 2017 Award, presented to the best graduation collection of The Netherlands every year. Press coverag called her ""Call Me Magpie"" a ""playful, authentic and cheerful homage to Austrian craft and London club kids."" Stuyfzand wants to pursue textile research, exploring new directions within her work and learning as much as possible in the near future.",https://www.linkedin.com/in/lizzy-stuyfzand-88301679,Lizzy Stuyfzand ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Matias Doyle,26,Norway,Cofounders, No Isolation,"Dolva and Doyle are putting an end to loneliness. Their first product, AV1, is a robot with a camera, speaker and microphone that allows kids with illnesses that take them out of school still be present and interactive in class. Their next product with be a communications tool targeted towards senior citizens. No Isolation was named Norway's Startup of the Year and Best Social Impact Startup in 2017.",,,FALSE,
30 Under 30 - Europe - Technology,Christine Spiten,27,Norway,Cofounder, Blueye Robotics,"Christine Spiten cofounded and runs business strategy, brand and professional relations for Blueye, a startup that develops and sells underwater drones operated from a smartphone that can explore 150 meters (about the height of London's BT Tower) below the ocean's surface. Founded in 2015, the startup has 19 full-time staff and has received 600 pre-orders for its drones. Five NGOs have used its prototypes for ocean mapping and cleanups in Norway, the U.S. and Australia. It's currently raising new money in a Series A round.",https://www.linkedin.com/in/chspiten,Christine Spiten ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Marcelina Zawisza,28,Poland,Cofounder, Razem,Zawisza cofounded Razem in 2015 to give voice to progressive policy in an otherwise conservative parliament. The party organized and led the #CzarnyProtest (Black Protest) to oppose a complete ban on abortion in Poland which led to an overwhelming vote rejecting the proposal.,NO PROFILE,Marcelina Zawisza - Wikipedia,FALSE,YES
30 Under 30 - Europe - Retail & Ecommerce,Jakub Konik,29,Poland,Cofounder, Lovely Inc.,"Lovely, a smart sex toy, vibrates and monitors movements during sex to help couples improve their sex lives. The paired app uses data to give suggest sex positions and stimulation techniques as well as calculate calories burned during sex. In November, Lovely broke the equity crowdfunding record in Poland, raising 1.6 million PLN.",https://www.linkedin.com/in/jakub-konik-932677122,Jakub Konik ,TRUE,NO
30 Under 30 - Europe - Industry,Tomasz Siwy,26,Poland,Cofounder, Novelty RPAS,"Siwy is the CEO of Novelty RPAS, which manufactures Remotely Piloted Aircraft Systems for civil and police-related applications. The company was founded in 2013 and opened its current facility in 2016. The company's products have been used by a variety of customers in Poland for applications such as inspection of industrial sites.",https://www.linkedin.com/in/tomaszsiwy,Tomasz Siwy ,TRUE,NO
30 Under 30 - Europe - Technology,Aleksandra Doniec,29,Poland,Malware Intelligence Analyst, Malwarebytes,"Aleksandra ""Hasherezade"" Doniec is one of the most consistent and best-known malware researchers in Europe, most of her output coming as a contractor for Malwarebytes, run by another 30 Under 30 alumnus, Marcin Kleczynski. Her recent work helped bring to light valuable information on the NotPetya ransomware that ravaged global systems, most infamously at shipping giant Maersk. She has written several tools and scripts used by security researchers. Among her other significant findings in the world of cybercrime, she recently released the most in-depth analysis yet of the Kronos malware.",NO PROFILE,2500+ Kujawa profiles ,FALSE,YES
30 Under 30 - Europe - Law & Policy,Francisco Rodrigues Dos Santos,29,Portugal,President, Juventude Popular,"Since becoming the leader of Centro Democrático e Social - Partido Popular's Juventude Popular, Francisco has helped the organization grow to over 20,000 affiliates and double the number of elected members of JP, who promote a Conservative, Christian-Democratic policy platform in Portugal, in municipal elections.",NO PROFILE,"Francisco Rodrigues dos Santos. ""Queremos uma juventude do ...",FALSE,YES
30 Under 30 - Europe - Retail & Ecommerce,Filipa Neto,27,Portugal,Cofounders, Chic by Choice,"Founded in 2014, Chic by Choice aspires to be the Rent the Runway of Europe. The Lisbon-based startup charges as little as 85% off retail price for its designer dresses and ships to more than 15 European markets. Chic by Choice has reportedly raised ?2 million to date.",https://www.linkedin.com/in/filipacneto,Filipa Neto ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Lara Vidreiro,27,Portugal,Cofounders, Chic by Choice,"Founded in 2014, Chic by Choice aspires to be the Rent the Runway of Europe. The Lisbon-based startup charges as little as 85% off retail price for its designer dresses and ships to more than 15 European markets. Chic by Choice has reportedly raised ?2 million to date.",,,FALSE,
30 Under 30 - Europe - Law & Policy,Florin Badita,29,Romania,Founder, Corruption Kills,"Following the Colectiv tragedy in which 64 people died in a nightclub fire, Badita founded Corruption Kills, a key force protesting the decriminalization of abuses of the office in cases where damages were less than 45,000 Euros (approximately $55,100). He has personally helped investigative journalists uncover public embezzlement in Romania.",https://www.linkedin.com/in/baditaflorin,Badita Florin ,FALSE,NO
30 Under 30 - Europe - Media & Marketing,Tommy Trenchard,29,South Africa,Journalist,,"The former Reuters correspondent for Sierra Leone, Trenchard now freelances all over Africa and the Middle East, covering topics like the battle for Mosul, the after-effects of ISIS and yellow fever in the Democratic Republic of Congo. His writings and photography have appeared in the New York Times, Economist, Wall Street Journal, Newsweek, Sunday Times, Nature, BBC and more, and he's won the Amnesty International Media Award, George Foster Peabody Award, three gold medals at the Paris Photo Prize and an Emmy nomination.",https://www.linkedin.com/in/tommy-trenchard-22b13242,Tommy Trenchard ,TRUE,NO
30 Under 30 - Europe - Art & Culture,Lozano Aran,29,Spain,Cofounders, Amarist Studio,"Through Amarist, the creative studio they founded, Clara Campo and Aran Lozano create functional art - that is, art that can be used as lamps, tables, chairs and more. Art and design aficionados have taken notice: their work earned a place in a solo exhibition at Design Days Dubai in 2016 and in Harper's Bazaar Arabia in early 2017 (in the spotlight was their 'Welcome Lamp,"" a lamp that is shrouded in 24-carat gold-coated razor wire that is meant to symbolize the wire used to prevent Syrian refugees from crossing borders). The team was also awarded a marketing campaign with major Spanish celebrities, athletes and influencers by You&amp;Me Marketing for the Welcome Jewelry initiative for fall 2017.",https://www.linkedin.com/in/aran-lozano-ferrer-b054a765,Aran Lozano Ferrer ,FALSE,NO
30 Under 30 - Europe - Art & Culture,Clara Campo,29,Spain,Cofounders, Amarist Studio,"Through Amarist, the creative studio they founded, Clara Campo and Aran Lozano create functional art - that is, art that can be used as lamps, tables, chairs and more. Art and design aficionados have taken notice: their work earned a place in a solo exhibition at Design Days Dubai in 2016 and in Harper's Bazaar Arabia in early 2017 (in the spotlight was their 'Welcome Lamp,"" a lamp that is shrouded in 24-carat gold-coated razor wire that is meant to symbolize the wire used to prevent Syrian refugees from crossing borders). The team was also awarded a marketing campaign with major Spanish celebrities, athletes and influencers by You&amp;Me Marketing for the Welcome Jewelry initiative for fall 2017.",,,FALSE,
30 Under 30 - Europe - Entertainment,Carolina Marin,24,Spain,Athlete, Badminton,"A one-time Olympic gold medal winner, Marin has been playing Badminton professionally since the age of eleven. Since then, she's won two BWF World Championships and three European Badminton Championships",https://www.linkedin.com/in/carolina-marin-845bb530,Carolina Marin ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Jaime Farres,26,Spain,Cofounders, 21 Buttons,"On this social shopping network, app users can share photos of their outfits and follow influencers to easily buy what they post. Founded in 2015, 21 Buttons boasts 4 million app downloads and has raised $15.7 million to date. The Barcelona-based startup recently launched in the U.K. and Italy.",https://www.linkedin.com/in/jaime-farres-rocabert-96a42742/,21 Buttons ,FALSE,YES
30 Under 30 - Europe - Retail & Ecommerce,Marc Soler Obradors,26,Spain,Cofounders, 21 Buttons,"On this social shopping network, app users can share photos of their outfits and follow influencers to easily buy what they post. Founded in 2015, 21 Buttons boasts 4 million app downloads and has raised $15.7 million to date. The Barcelona-based startup recently launched in the U.K. and Italy.",,,FALSE,
